h3_index,hazard_baseline,hazard_enhanced,vulnerability,risk_baseline,risk_enhanced,risk_category,burned
89283021ad3ffff,0.8125189993318029,0.954980376940174,0.2057591341444557,0.16718320577843135,0.19649593548415614,Moderate,0
89283021ad7ffff,0.9491877250127013,0.9881753511041659,0.20950351392131272,0.19885816376113763,0.2070262084267497,High,0
89283021adbffff,0.957942317282065,0.9518274481211605,0.2144917819441352,0.20547075463352427,0.2041591654508466,Moderate,0
89283021b03ffff,0.9568551990931788,0.9754818848304939,0.1595450450763933,0.15266150587090252,0.15563330128648625,Low,0
89283021b07ffff,0.9503611336643303,0.9859762071973026,0.16313987663437612,0.15504179810410468,0.16085203680659801,Low,0
89283021b0bffff,0.7842434759691335,0.9726125984203097,0.16291008907923757,0.12776117452994243,0.15844840504824137,Low,0
89283021b0fffff,0.8263488857380727,0.9848838606346135,0.18162548953565819,0.15008602089942313,0.17888001332353062,Low,0
89283021b13ffff,0.9596208494813745,0.985254209890883,0.15953965451231078,0.15309757878906868,0.1571871162527912,Low,0
89283021b17ffff,0.9616110894595635,0.9846725597675315,0.16187500897447507,0.1556608037362216,0.1593938794492885,Low,0
89283021b1bffff,0.9527867428459386,0.9843651309843234,0.16104202648147628,0.15343870787259517,0.1585241554914193,Low,0
89283021b23ffff,0.9488636622632177,0.9826900434922374,0.16183159416098722,0.15355611910548908,0.15903029630447865,Low,0
89283021b27ffff,0.9636617260944066,0.9632406677229308,0.1596655025560509,0.15386353379089487,0.15379630529440777,Low,0
89283021b2bffff,0.9587666297849953,0.9499094668475196,0.16069819645751263,0.15407206823009645,0.1526487381203138,Low,0
89283021b2fffff,0.8274991842799101,0.9646179974751252,0.17147849081194885,0.14189831126843774,0.16541123841707875,Low,0
89283021b33ffff,0.8275103951369707,0.9900400913956937,0.16319298269486965,0.1350438895934124,0.1615675955023646,Low,0
89283021b37ffff,0.9628505812299578,0.9666466169881589,0.16271671184800846,0.1566718805786825,0.15728955903531444,Low,0
89283021b3bffff,0.8526348163173092,0.9860581316056114,0.16021238391594436,0.13660265653192943,0.157978723944237,Low,0
89283021b43ffff,0.9549258806883426,0.9408283227617691,0.15852161988162058,0.1513763974735992,0.1491416297547038,Low,0
89283021b47ffff,0.8900081714447103,0.9436247631955401,0.16166162890506924,0.14388017073457401,0.15254791629335124,Low,0
89283021b4bffff,0.8367147680592542,0.9457944445400297,0.16379932208745113,0.13705331178866473,0.15492048884973425,Low,0
89283021b4fffff,0.8693476720317882,0.9406312891470355,0.1625734696883547,0.14133286740770165,0.15292169237406358,Low,0
89283021b53ffff,0.9266555581657421,0.9502527431072343,0.16709089534412372,0.15483570688952256,0.15877858164899736,Low,0
89283021b57ffff,0.9397796019735796,0.9655107707018811,0.17411017685250496,0.16362519270199666,0.16810525103990287,Low,0
89283021b5bffff,0.7909245501671894,0.9478682277901935,0.17227757671525173,0.13625856486740395,0.16329644132907478,Low,0
89283021b63ffff,0.9572451832178066,0.9443064176389754,0.1591203410488016,0.15231718002093997,0.15025835922928585,Low,0
89283021b67ffff,0.8237120658442354,0.943477565308977,0.15892639798716726,0.13090959160319268,0.14994349103625806,Low,0
89283021b6bffff,0.7910754574605272,0.9353921247418846,0.16341469864812197,0.12927335748883728,0.15285682218252158,Low,0
89283021b6fffff,0.7963097375916284,0.9360236419035989,0.16188430905526016,0.1289100516639963,0.15152754052895237,Low,0
89283021b73ffff,0.941616101752133,0.9581029665974828,0.17732056824750783,0.16696790223369137,0.16989136247668868,Low,0
89283021b77ffff,0.9577670780746428,0.9638891160730527,0.22012008610942843,0.21082377169856603,0.2121713552299412,Very High,0
89283021b7bffff,0.9567304476621576,0.9467697888780396,0.1578151164121813,0.15098652697288173,0.14941458444732414,Low,0
89283021b83ffff,0.9620215079473899,0.981110568449396,0.15749202710985924,0.151510717409918,0.1545170922440017,Low,0
89283021b87ffff,0.9645015717670478,0.9429554299924812,0.15742996187190628,0.15184144566868,0.1484494373906233,Low,0
89283021b8bffff,0.9562857492636762,0.9806201545465975,0.16236232751348334,0.1552647800184258,0.15921577069881732,Low,0
89283021b8fffff,0.7853347696126864,0.9813309608350033,0.1619673949899667,0.12719862682921249,0.15894361934944654,Low,0
89283021b93ffff,0.8592425457845154,0.9664250559041699,0.1604025445572188,0.13782469073565887,0.1550170380908813,Low,0
89283021b97ffff,0.9512494761930206,0.952770693797679,0.16033205297480935,0.15251578140923902,0.15275968135081533,Low,0
89283021b9bffff,0.9591389571492217,0.9837982925184513,0.16257548148891393,0.1559324777733095,0.15994148109415862,Low,0
89283021ba3ffff,0.9560703725746547,0.9797836793767957,0.1573833733129099,0.15046958036032973,0.15420166057725468,Low,0
89283021ba7ffff,0.9514755785950029,0.9666088481797807,0.15886521626357972,0.15115637356300976,0.15356052370837056,Low,0
89283021babffff,0.964698922674833,0.9722342650171314,0.16341470300451055,0.15764598793767914,0.15887737366858312,Low,0
89283021bafffff,0.9685402009040839,0.9792117938435038,0.15889275017270937,0.15389401617447834,0.15558965492534643,Low,0
89283021bb3ffff,0.865055194886505,0.9618284418762212,0.1603573240182826,0.13871793618011388,0.15423623510394507,Low,0
89283021bb7ffff,0.9708141080679267,0.988001494174195,0.1622609889772416,0.15752525728816047,0.16031409955569728,Low,0
89283021bbbffff,0.9722695784872466,0.9432471548479858,0.16182497827729372,0.15733750341837222,0.15264095034339442,Low,0
89283021bc3ffff,0.966004022584187,0.9914349282093621,0.1587085040250431,0.1533130533065103,0.15734915429428387,Low,0
89283021bc7ffff,0.8233004405160609,0.975777695102618,0.1623942246341165,0.13369923667853226,0.158460662211455,Low,0
89283021bcbffff,0.9381156694255647,0.9823235212384419,0.17819003240005654,0.16716286152994211,0.17504026007681558,Low,0
89283021bcfffff,0.9571183921695848,0.9907183617501123,0.16556589006570643,0.15846615849781517,0.16402916736759587,Low,0
89283021bd3ffff,0.963244945700511,0.9700088221574151,0.1601535977216542,0.15426714354113627,0.15535040269025427,Low,0
89283021bd7ffff,0.9738496162657277,0.9923957123624022,0.16153560474645912,0.15731138669559147,0.16030724154425374,Low,0
89283021bdbffff,0.9670614899457548,0.981166611071753,0.16477649946933606,0.15934900708486202,0.16167319956859497,Low,0
89283021c03ffff,0.9355667039137228,0.9722322383184424,0.2113074925125954,0.19769225428228251,0.20543995641897814,High,0
89283021c07ffff,0.9519923087801733,0.9775408356268126,0.20575392349651145,0.19587615267002306,0.20113286230827507,Moderate,0
89283021c0bffff,0.783117358475378,0.9831367008248536,0.21123734957507306,0.16542363521057124,0.20767519095222362,High,0
89283021c0fffff,0.9629223712146462,0.9780735349356842,0.20999675194449224,0.20221057032976433,0.20539226549936154,High,0
89283021c13ffff,0.941739327354826,0.9891356745600965,0.20532369373286866,0.19336139722600004,0.2030929903036317,Moderate,0
89283021c17ffff,0.9545430066283903,0.9856431791748277,0.20542462665736477,0.19608664076503554,0.20247538209936708,Moderate,0
89283021c1bffff,0.9383068225542446,0.9804548566753595,0.20975558013409312,0.19681509190864316,0.20565587725722914,High,0
89283021c23ffff,0.942848915887295,0.9860371176103158,0.14488447237093355,0.13660416770383743,0.14286146752312676,Low,0
89283021c27ffff,0.8556729754629971,0.9759246316116996,0.061491857730528544,0.05261692087102866,0.06001141860278511,Low,0
89283021c2bffff,0.9487672265876541,0.9728459803609725,0.2104735211221635,0.1996903789052131,0.204758318996117,High,0
89283021c2fffff,0.9588384071291778,0.9850776969989021,0.20601489193537234,0.1975349908282021,0.2029406752951743,Moderate,0
89283021c33ffff,0.844432654147647,0.9814203088824441,0.1195092915232384,0.1009175482362731,0.1172888458010587,Low,0
89283021c3bffff,0.829927532807007,0.9785496482722311,0.21392096625263757,0.1775388997377425,0.20933228628457431,High,0
89283021c43ffff,0.8122958161564594,0.9609085358716687,0.2084288455669502,0.16930587922035445,0.20028105682716027,Moderate,0
89283021c47ffff,0.9529907579618795,0.9847151307260823,0.20826677800662374,0.19847631463081086,0.20508344753069246,High,0
89283021c4bffff,0.96736264219953,0.9862529619736552,0.20838211091529857,0.20158106940213877,0.20551747411253596,High,0
89283021c4fffff,0.9712132454169331,0.9922149590731633,0.2084180807776098,0.2024184006355909,0.20679553748886334,High,0
89283021c53ffff,0.9602482537288339,0.9877641591798346,0.20679450379890643,0.1985740611536206,0.20426419916793792,High,0
89283021c57ffff,0.9607528744026198,0.9880122985062071,0.20525005712101252,0.19719458235031467,0.20278958070466188,Moderate,0
89283021c5bffff,0.9582924102030104,0.9376573577960226,0.20968652142996466,0.20094100200820603,0.19661410964945972,Moderate,0
89283021c63ffff,0.9377561141085682,0.9805946721343913,0.20692895611574716,0.19404889378364548,0.20291343187743294,Moderate,0
89283021c67ffff,0.9596662572983615,0.9808927232178162,0.2088294527315109,0.20040657931651418,0.20483929057789796,High,0
89283021c6bffff,0.9541178372801555,0.9861477699127207,0.20878891105571382,0.19920922426455642,0.20589671902009757,High,0
89283021c6fffff,0.8059056019942201,0.9832179646141134,0.20875051872166556,0.1682332124569896,0.20524726012965638,High,0
89283021c73ffff,0.9441853336371133,0.9807934151279051,0.20550901665712404,0.19403859945784174,0.20156189028671823,Moderate,0
89283021c77ffff,0.9535273422223727,0.9843973509429478,0.20555081255339108,0.19599831998568412,0.2023436753617286,Moderate,0
89283021c7bffff,0.9572072443472542,0.98786418346768,0.21428475913435724,0.2051149237966132,0.2116842386118303,Very High,0
89283021c83ffff,0.9561471470995534,0.9814672943497076,0.1918204449584789,0.1834085712024165,0.18826549311435528,Low,0
89283021c87ffff,0.8283533608148049,0.9876412993994762,0.11224873276860534,0.09298161503607716,0.11086148428752994,Low,0
89283021c8bffff,0.8829083120228012,0.9761894374721157,0.20819769687065337,0.1838194771111034,0.20324039259115317,Moderate,0
89283021c8fffff,0.8313037533775764,0.9861587293840172,0.2142390804610451,0.1780977517074274,0.21127373937186444,Very High,0
89283021c93ffff,0.7787170156996409,0.9885661608114268,0.06755277568220108,0.052604495881470904,0.06678038810830904,Low,0
89283021c9bffff,0.9569965725962588,0.976040661717636,0.20223000502014016,0.19353342168039833,0.19738470791901847,Moderate,0
89283021ca3ffff,0.7845224419775432,0.980878708336089,0.16238295542181935,0.12739307272305625,0.1592779835699509,Low,0
89283021ca7ffff,0.863423983605248,0.9408668350923319,0.06149083877343052,0.05309266496898342,0.05785469086393042,Low,0
89283021cabffff,0.9526148927000146,0.9776395078250785,0.1833947853089556,0.17470460372883295,0.17929398764713328,Low,0
89283021cafffff,0.9118430171014759,0.9626663922847838,0.08086710911556116,0.07373810876020755,0.07784804818677722,Low,0
89283021cb3ffff,0.9197309029825268,0.9875362172721968,0.09293541833547811,0.08547557622474816,0.09177709147362721,Low,0
89283021cbbffff,0.9480285655900098,0.9672336299926075,0.20909777312208552,0.19823066192099603,0.20224639812024547,Moderate,0
89283021cc3ffff,0.9511994174952658,0.9706399540650767,0.21120274276669898,0.20089592589308652,0.20500182053748692,High,0
89283021cc7ffff,0.8428639652470657,0.9866540689865968,0.20681207855041067,0.17431444858798678,0.20405197881733836,Moderate,0
89283021ccbffff,0.8558829163518032,0.9492055312435406,0.20820354062172416,0.17819785354209242,0.19762795238262976,Moderate,0
89283021ccfffff,0.9572240694780478,0.988115322266022,0.20825963826321542,0.19935113844634123,0.20578453957746226,High,0
89283021cd3ffff,0.9587652668979485,0.9781814251130712,0.20823329339958974,0.19964684912329647,0.20368993969359897,Moderate,0
89283021cd7ffff,0.9604903765699432,0.9673857403902085,0.2052389710282174,0.19713005656972019,0.19854525394505665,Moderate,0
89283021cdbffff,0.8882840580838691,0.9757185599257522,0.20969388693449273,0.18626773684155123,0.20460221738495674,High,0
89283021d0fffff,0.8078082629427912,0.987317114310035,0.08664343786599642,0.06999128503792222,0.0855445490477564,Low,0
89283021d23ffff,0.8911601223359455,0.9622797193730181,0.07053756739673425,0.0628602671905537,0.0678768705597848,Low,0
89283021d2bffff,0.9563196111281322,0.9676042968306954,0.20393107544590952,0.195023286767374,0.19732458485876678,Moderate,0
89283021d2fffff,0.8276983952165861,0.9628644097351229,0.1097505810915392,0.0908403798435548,0.10567492848079163,Low,0
89283021d3bffff,0.9293705910858348,0.9701883333289077,0.15654119816475806,0.145484785867666,0.15187444414477688,Low,0
89283021d43ffff,0.8515955041994552,0.9876162049441379,0.16737225317922746,0.14253345833516307,0.16529954949781805,Low,0
89283021d47ffff,0.9250547228614279,0.974533693140636,0.13609034730028582,0.12589101850598136,0.1326246287553393,Low,0
89283021d4bffff,0.9620094695892372,0.9845659726850687,0.21354642258885875,0.2054336807273871,0.21025054126961645,Very High,0
89283021d4fffff,0.9427636013273164,0.9729562962252166,0.21041113414348875,0.19836795858448053,0.20472083776079603,High,0
89283021d53ffff,0.9136869271732914,0.9826883704864021,0.07043046144316394,0.06435139189540143,0.06921119538818814,Low,0
89283021d5bffff,0.8166771226826646,0.9821589327426719,0.19843802372480443,0.16205979424640762,0.19489767759711893,Moderate,0
89283021d63ffff,0.9633761607966669,0.9874716704151959,0.20117618200047124,0.1938083378593455,0.1986557804877568,Moderate,0
89283021d67ffff,0.8546626105155015,0.972925010983478,0.20851957965677276,0.17821388829305246,0.20287391432783583,Moderate,0
89283021d6bffff,0.8593438216249558,0.98868680193979,0.21299665334399998,0.18303735807795887,0.2105869800185574,Very High,0
89283021d6fffff,0.9608635188727733,0.9784021243960878,0.2099936623206281,0.20177524931837965,0.20545824532421722,High,0
89283021d73ffff,0.9402759371462764,0.9841683323527494,0.1967377653841874,0.18498778671868107,0.19362307846896218,Moderate,0
89283021d77ffff,0.9573203266546567,0.9853758837497557,0.21312895099932455,0.2040326769902377,0.2100121284436178,High,0
89283021d7bffff,0.957073533990105,0.9845812718960903,0.21047605533799438,0.20144106210263119,0.2072307822683544,High,0
89283021e03ffff,0.9519812913984262,0.9738760603634857,0.21164824231186205,0.20148516703825348,0.20611915640553263,High,0
89283021e07ffff,0.970128493485365,0.9829545672256692,0.20572815946208403,0.19958274940646853,0.20222143395018627,Moderate,0
89283021e0bffff,0.9666530985951588,0.9717893581941027,0.20913741047025927,0.20216332586324373,0.20323750989526987,Moderate,0
89283021e0fffff,0.8579149749431253,0.9654489469640228,0.21318831157076348,0.18289744497939875,0.2058224309110316,High,0
89283021e13ffff,0.8585112024227729,0.9577609377387939,0.2040963389643829,0.1752189933743982,0.1954755009955821,Moderate,0
89283021e17ffff,0.8898136704210541,0.9719938890945385,0.207059528862424,0.18424439937272769,0.20126059673307037,Moderate,0
89283021e1bffff,0.8915697377533327,0.9719536806452416,0.21172918484640352,0.18877133380823488,0.2057909605114786,High,0
89283021e23ffff,0.8600026867791464,0.9689404816255018,0.20998316651844537,0.1805860873842559,0.2034611904996304,Moderate,0
89283021e27ffff,0.8829849688824171,0.9439699907963198,0.2038263006725754,0.17997555975679216,0.1924059111699389,Low,0
89283021e2bffff,0.8869484905360919,0.9905832964692755,0.2094917696513017,0.1858084088719567,0.20751904776436855,High,0
89283021e2fffff,0.9662980811147577,0.9740662799332276,0.21307202993234775,0.20589109366285385,0.2075462795540233,High,0
89283021e33ffff,0.9567288326236256,0.9651606920223245,0.20554406685563265,0.19664993513550189,0.19838305380746532,Moderate,0
89283021e37ffff,0.9555048562280789,0.9508454597796299,0.20993144035913858,0.20059051073811224,0.19961235693048507,Moderate,0
89283021e3bffff,0.9581221641050263,0.9774547892756176,0.21028443794392457,0.2014781807604421,0.20554353097842046,High,0
89283021e43ffff,0.9587012625804752,0.9801172748761207,0.26000773398862015,0.24926974285557846,0.2548380716836417,Very High,0
89283021e47ffff,0.8614356596571049,0.9852957615258663,0.21009393994793135,0.18098241174900642,0.20700466855296665,High,0
89283021e4bffff,0.8216768479224261,0.951787289156126,0.21064888446698363,0.17308531140720643,0.20049293071059232,Moderate,1
89283021e4fffff,0.9293293897951115,0.95120950988607,0.20887208018875633,0.1941109628270525,0.1986811090252308,Moderate,0
89283021e53ffff,0.9403590933672872,0.984546350563072,0.20966816374996852,0.19716336437190432,0.2064280254492921,High,0
89283021e57ffff,0.9617380180475251,0.9797199450263394,0.20400868413744233,0.19620290754682737,0.19987137680803085,Moderate,0
89283021e5bffff,0.9629792261307022,0.9790474825019925,0.22727718561559865,0.21886320832127315,0.2225151564070899,Very High,1
89283021e63ffff,0.9557205967079936,0.956853612904881,0.21232762931238908,0.20292588858403016,0.20316645922708781,Moderate,0
89283021e67ffff,0.9731033877528988,0.97962232924645,0.21510372367082337,0.20931816222234165,0.21072041081199672,Very High,0
89283021e6bffff,0.94474150963859,0.9745817616027049,0.21088759544438043,0.1992342652841762,0.20552720426834287,High,0
89283021e6fffff,0.9503431697401081,0.9874472154495526,0.2100483181878433,0.1996179845052138,0.20741162690444748,High,0
89283021e73ffff,0.9641017072397983,0.9792022173721254,0.2048354658713094,0.19748222234978882,0.2005753423776385,Moderate,0
89283021e77ffff,0.9709697429354999,0.9892726108729495,0.20657564188510127,0.20057869789791266,0.20435962459042956,High,0
89283021e7bffff,0.8715282086743414,0.9759309366864091,0.2155368803061741,0.18784647119649586,0.21034910948767094,Very High,0
89283021e83ffff,0.9706658415971694,0.9791013305968013,0.20829548540523407,0.20218531264176245,0.20394238691757127,Moderate,0
89283021e87ffff,0.9665969260306528,0.980330218357314,0.20838615478141198,0.20142541663906066,0.20428724461950265,High,0
89283021e8bffff,0.9651385007072663,0.9849574859385446,0.2084968125949903,0.2012283011101728,0.20536049635976153,High,0
89283021e8fffff,0.9710862697746984,0.9888030659960986,0.2133843428818459,0.20721460555745694,0.210995092477132,Very High,0
89283021e93ffff,0.889793213266249,0.9706701183101166,0.20388271002259264,0.1814134516804336,0.1979028542590172,Moderate,0
89283021e97ffff,0.8434340925762864,0.9834067751786055,0.20841064926898636,0.1757806468494222,0.20495244451049327,High,0
89283021e9bffff,0.8594957951186106,0.9868883503202611,0.2127734011843176,0.18287784363100618,0.20998359088682228,High,0
89283021ea3ffff,0.9603866305567536,0.9639798939220477,0.20707824858679488,0.19887518142186575,0.19961926810626196,Moderate,0
89283021ea7ffff,0.7279452733348827,0.9736937664359161,0.20851899654072353,0.15179041793235246,0.20303364711517485,Moderate,0
89283021eabffff,0.9613888811338842,0.9597578542507035,0.20864957999746794,0.20059338626282058,0.20025307318868033,Moderate,0
89283021eafffff,0.9527474734671395,0.9505831056922588,0.21283256732199657,0.2027756907875571,0.20231504283740026,Moderate,0
89283021eb3ffff,0.9585957154347673,0.9774488202294961,0.20715831798004775,0.1985810760323469,0.20248665351032447,Moderate,0
89283021eb7ffff,0.9652474736428516,0.9844345742345645,0.20854033788886947,0.2012930342998579,0.20529431874036144,High,0
89283021ebbffff,0.878822640691137,0.9765967709064161,0.2089436780336944,0.18362443488529004,0.2040537212690158,Moderate,0
89283021ec3ffff,0.9542251223912639,0.9763228778095381,0.21456875554776955,0.20474689702391158,0.20948838490440966,High,0
89283021ec7ffff,0.9563397355597274,0.9657714520864986,0.20866381010894172,0.1995534929804705,0.20152155088681406,Moderate,0
89283021ecbffff,0.9591492257837728,0.9677265681156987,0.20451769802221897,0.19616299171709078,0.1979172100259648,Moderate,0
89283021ecfffff,0.8665265637620898,0.962272326349006,0.21210318030025138,0.18379303998858781,0.20410102073354555,Moderate,0
89283021ed3ffff,0.8586012854885241,0.983211348805829,0.20403434973383483,0.1751841549652857,0.200608888204524,Moderate,0
89283021ed7ffff,0.9697095963368423,0.9854197872358179,0.20570901060813063,0.19947800163966156,0.2027097294659547,Moderate,0
89283021edbffff,0.9741993326508716,0.9898476391796578,0.21180453983338574,0.20633984135810932,0.20965422372161066,High,0
89283023203ffff,0.7640132510855404,0.9573278787517168,0.06749032112406024,0.05156349965880039,0.06461036595796878,Low,0
89283023207ffff,0.8514114457637724,0.9632790464088946,0.06152235886805683,0.0523808405106499,0.05926319918324758,Low,0
8928302320bffff,0.8364862289878667,0.9598210809709036,0.2051841746507069,0.17163373650155767,0.19694009631136417,Moderate,0
8928302320fffff,0.9544655655131956,0.9625553107349955,0.1799314714064419,0.17173839360957094,0.17319399337063263,Low,0
8928302321bffff,0.9436316089726114,0.9636855567221055,0.16645895108985362,0.1570759278448118,0.16041408695240333,Low,0
89283023223ffff,0.939506203309231,0.9529309089332341,0.21119297735656595,0.19841711232183964,0.2012523158727083,Moderate,0
89283023227ffff,0.9490076666680527,0.9744873208991439,0.1992760802825487,0.1891145279716971,0.1941920135938236,Moderate,0
8928302322bffff,0.9544463142639559,0.9632089757188571,0.20527367152890622,0.19592269920619448,0.19772144289540688,Moderate,0
8928302322fffff,0.8249416521799522,0.9754866475595002,0.2038256533444899,0.1681442712266617,0.19882920326764128,Moderate,0
8928302323bffff,0.9610600415822717,0.969030279532472,0.19040311877788618,0.1829888292500695,0.1845063874131895,Low,0
89283023243ffff,0.8586038440368081,0.9596746872241311,0.20962306133857672,0.1799831662640656,0.20116994582506345,Moderate,0
89283023247ffff,0.9436633962563998,0.9542684004838112,0.20813299511341363,0.19640748904174057,0.19861474033478213,Moderate,0
8928302324bffff,0.9636899054443151,0.9653869989715979,0.20664292888825053,0.19913970460105448,0.19949039697812948,Moderate,0
8928302324fffff,0.9687020906051247,0.9693676346158138,0.20813299511341363,0.20161886749026997,0.20175738915859448,Moderate,0
89283023253ffff,0.965307521314091,0.9626096105916294,0.20813299511341363,0.20091234561660712,0.2003508213773926,Moderate,0
89283023257ffff,0.8143869106896897,0.9538628756118797,0.21111312756373984,0.17192776776267246,0.20137297493736647,Moderate,0
8928302325bffff,0.8265787709244683,0.9643178004639191,0.20515286266308744,0.16957500107169104,0.19783255728214497,Moderate,0
89283023263ffff,0.9547374982867561,0.9587464259324221,0.2096595330060104,0.20016981803412795,0.20101032793217316,Moderate,0
89283023267ffff,0.8062262818075956,0.9582837511172211,0.20966445118283872,0.1690369909043702,0.20091803675542416,Moderate,0
8928302326bffff,0.8355434522913822,0.9624872250205583,0.2096547658938381,0.17517566688427902,0.20179003383749503,Moderate,0
8928302326fffff,0.84888378694568,0.9553035348278814,0.20518589586474295,0.17417898030950493,0.1960148116164145,Moderate,0
89283023273ffff,0.9383895554175156,0.9598325803885216,0.21262714891632029,0.19952709574127966,0.20408646500500613,Moderate,0
89283023277ffff,0.9378715985088267,0.9580905950923202,0.2096868111580922,0.19665930476705842,0.20089896168546753,Moderate,0
8928302327bffff,0.9556573110881789,0.9683670230825064,0.20515286266308744,0.19605583309464858,0.19866326689390826,Moderate,0
89283023293ffff,0.8939840713433638,0.9096086287474151,0.06894507511929665,0.06163579895422287,0.06271303523815096,Low,0
8928302329bffff,0.9100766516834176,0.9544346209226002,0.13307180750095451,0.12110554500392898,0.12700834014765874,Low,0
892830232c3ffff,0.8444029322250299,0.9612192917638587,0.20828386204994295,0.17587550385012546,0.20020646636548742,Moderate,0
892830232c7ffff,0.9564046715625288,0.952633183181577,0.16646282852223265,0.15920582684017548,0.1585780142165435,Low,0
892830232cbffff,0.9625525844996905,0.969013433531228,0.2051965565514253,0.19751247583901133,0.19883821981268143,Moderate,0
892830232cfffff,0.9348459462393232,0.9621565652431833,0.20813299511341363,0.1945722867604236,0.2002565276920983,Moderate,0
892830232d3ffff,0.9440819590181283,0.9581588416407951,0.2081757271265974,0.1965349482857014,0.1994654135613508,Moderate,0
892830232d7ffff,0.8622624878610439,0.9651384760736731,0.19330631470486231,0.16668078383666446,0.18656736198966867,Low,0
892830232dbffff,0.8619504740307845,0.9672763175876953,0.20823409165510223,0.1794874740114852,0.20141990537236593,Moderate,0
89283023303ffff,0.9352891305038686,0.9731887955864222,0.16287537004823785,0.15233556323291222,0.15850848520793742,Low,0
8928302330bffff,0.9393388966969938,0.9742353718484108,0.20527383330709928,0.19282169609945324,0.19998502932269055,Moderate,0
8928302330fffff,0.8566216174740297,0.9702624483087867,0.1739283344065567,0.14899077114390852,0.1687561315715751,Low,0
89283023313ffff,0.9004030097873709,0.9494580631517917,0.06748457405817841,0.06076331359620257,0.06407377297790172,Low,0
8928302331bffff,0.8234844162197504,0.9736327747868306,0.19481777666972042,0.16042940309009443,0.18968097247674096,Low,0
8928302332bffff,0.7773705199243258,0.9624328571193052,0.086857092415884,0.06752014309045097,0.08359411961489477,Low,0
8928302332fffff,0.8170335300104126,0.961614535754155,0.05999999786702226,0.049022010057910424,0.0576968700941469,Low,0
89283023343ffff,0.8781378154399428,0.9763088361960902,0.21414002962274822,0.18804445781116477,0.2090668031039816,High,0
89283023347ffff,0.9476358867288956,0.9758775326889214,0.20967993019383144,0.1987002265784844,0.2046219329319415,High,0
8928302334bffff,0.9669509529637186,0.976790866908514,0.2022207488420276,0.19553754580183538,0.19752738056829303,Moderate,0
8928302334fffff,0.8111970523040697,0.9693323918225645,0.206681513551173,0.16765943455845517,0.2003430858760663,Moderate,0
89283023353ffff,0.8492255258753592,0.9682555852001911,0.20967140001370527,0.17805830493766164,0.20301550412001354,Moderate,0
89283023357ffff,0.948950481557306,0.9698812218550671,0.20523761819543368,0.1947603366202313,0.19905611190601097,Moderate,0
8928302335bffff,0.956403621642351,0.9764585355127144,0.20818166412821326,0.1991056975317547,0.20328076287523492,Moderate,0
89283023363ffff,0.9458864885819551,0.9674220269140847,0.2126335810445526,0.20112723132883842,0.20570640996412137,High,0
89283023367ffff,0.950822257713473,0.9563658534559333,0.2081710341906676,0.19793365271971913,0.19908766877856207,Moderate,0
8928302336bffff,0.9600683420168821,0.9590311744050214,0.20517932351706947,0.19698617294517834,0.19677336759620295,Moderate,0
8928302336fffff,0.8675624665421303,0.9686953512792097,0.20816550433529693,0.18059657839011672,0.20164895634629432,Moderate,0
89283023373ffff,0.8188872877015985,0.9748538384908371,0.2022357852679736,0.16560831367429377,0.19715033154869274,Moderate,0
89283023377ffff,0.9105839140605865,0.9655569321810383,0.09875065967294523,0.08992076220105538,0.09534938400466278,Low,0
8928302337bffff,0.9447359272635727,0.9746368411126407,0.20824010520573272,0.19673190888500183,0.20295847833067931,Moderate,0
892830233c7ffff,0.8076658414340081,0.9685904482730323,0.06001900899986178,0.04847530340590867,0.05813383883207929,Low,0
892830233cbffff,0.9215584461041869,0.9748760584802709,0.11969725710901136,0.11030801826431384,0.11668999022133258,Low,0
892830233cfffff,0.9370789072275187,0.9726782506057533,0.17697217858885642,0.16583689572171886,0.1721369890756978,Low,0
8928302344bffff,0.851241187626113,0.9483383696730422,0.07351774910256259,0.06258133605766399,0.06971970232595597,Low,0
8928302346bffff,0.7287538467798855,0.9565510024331788,0.06000355633875857,0.04372782250234389,0.05739646196539523,Low,0
89283023603ffff,0.9534662429757745,0.973570380726842,0.20970261782687163,0.199944367161572,0.20416025747712285,Moderate,0
89283023607ffff,0.9585959670979964,0.9783799718373585,0.20970852504023968,0.20102574636964296,0.20517462082292368,High,0
8928302360bffff,0.8382153984189771,0.9764448203743917,0.20967494905308964,0.17575277095901426,0.20473601796515387,High,0
8928302360fffff,0.8379438620971221,0.9754961438851585,0.20520231487008642,0.1719480202335099,0.20017406687207742,Moderate,0
89283023613ffff,0.8565792555663494,0.9724662830040015,0.21124682657859156,0.18094964945144368,0.20543041623927386,High,0
89283023617ffff,0.9581133880616435,0.9750421006916881,0.20968359037733067,0.20090065519735412,0.20445032844208794,High,0
8928302361bffff,0.955644744324893,0.9708899971523394,0.20529242904011524,0.19618663086187718,0.1993163658461543,Moderate,0
89283023623ffff,0.7781865810156724,0.9514745782737825,0.11818861436036385,0.09197279372407134,0.1124534620052899,Low,0
89283023627ffff,0.8784906368251677,0.9573584272265838,0.06745276788854507,0.059256625018028176,0.06457647577785733,Low,0
8928302362bffff,0.9251646698138518,0.9663782015868371,0.15302142106502253,0.14157001249406795,0.1478765656930786,Low,0
89283023633ffff,0.7916032577710593,0.9664936993715909,0.2127898655150336,0.16844515076236619,0.20566006431040815,High,0
89283023637ffff,0.869644072674722,0.9307571136812636,0.17105689524635997,0.14875861504113777,0.15921242209478026,Low,0
